,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),Text_Clean,label,tokenized_review,tokenized_review,sent_bert_token_length,char_count
87,Astronaut Post,Lidu Vega,13-04-2024,04:17:12,3,"Asi los queriamos ver a dos grandes y queridos por todos  los Salvadoreños, muchas  felicidades.",POS,POS,0.98548764,"This is how we wanted to see two great people loved by all Salvadorans, congratulations.",asi los queriamos ver a dos grandes y queridos por todos  los salvadore os  muchas  felicidades ,0,"Asi los queriamos ver a dos grandes y queridos por todos los Salvadore ñ os , muchas felicidades .",19,31,96
88,Astronaut Post,Rosa Barreto,16-04-2024,09:38:08,0,"A mi querido Paraguay le falta un hombre que tenga los pantalones bien puestos como lo tiene el presidente Nayib Bukele,  que Dios les siga bendiciendo y protegiendo siempre a el y su hermosa familia ❤❤❤❤‍‍‍",POS,POS,0.990894914,"My dear Paraguay is missing a man who has his pants on as well as President Nayib Bukele, may God continue to bless and always protect him and his beautiful family ❤❤❤❤‍‍‍",a mi querido paraguay le falta un hombre que tenga los pantalones bien puestos como lo tiene el presidente nayib bukele   que dios les siga bendiciendo y protegiendo siempre a el y su hermosa familia ,0,"A mi querido Paraguay le falta un hombre que tenga los pantalones bien puestos como lo tiene el presidente Nayib Bukele , que Dios les siga bendiciendo y protegiendo siempre a el y su hermosa familia ❤ ❤ ❤ ❤ ‍ ‍ ‍",43,65,200
89,Astronaut Post,Cindy Arias Ramirez,16-04-2024,02:51:35,0,"Presidente Bukele, que alegria que se reunió con este ejemplar Salvadoreño! Yo acabo de visitar El Salvador la tierra queme vio nacer y lleve a toda mi familia de 10 personas. Tuvimos un lindo tiempo!! No visitaba familia desde el 2008 y una de mis tías fue la primera vez que regresa al país en 40 años!! Wow Dios es bueno!!! La próxima le mando mi agenda para que tengamos la oportunidad de conocer a más de la diáspora ejemplar y triunfante :)  que El Señor Jesus a quien sirvo continué bendiciéndole en abundancia!! Un abrazo a su linda familia.",POS,POS,0.998692691,"President Bukele, what a joy you met with this exemplary Salvadoran! I just visited El Salvador, the land where I was born, and I took my entire family of 10 people. We had a nice time!! I hadn't visited family since 2008 and one of my aunts was the first time she returned to the country in 40 years!! Wow God is good!!! Next time I will send you my agenda so that we have the opportunity to meet more of the exemplary and triumphant diaspora :) May the Lord Jesus whom I serve continue to bless you in abundance!! A hug to your beautiful family.",presidente bukele  que alegria que se reuni  con este ejemplar salvadore o  yo acabo de visitar el salvador la tierra queme vio nacer y lleve a toda mi familia de 10 personas  tuvimos un lindo tiempo   no visitaba familia desde el 2008 y una de mis t as fue la primera vez que regresa al pa s en 40 a os   wow dios es bueno    la pr xima le mando mi agenda para que tengamos la oportunidad de conocer a m s de la di spora ejemplar y triunfante     que el se or jesus a quien sirvo continu  bendici ndole en abundancia   un abrazo a su linda familia ,0,"Presidente Bukele , que alegria que se reuni ó con este ejemplar Salvadore ñ o ! Yo acabo de visitar El Salvador la tierra queme vio nacer y lleve a toda mi familia de 10 personas . Tuvimos un lindo tiempo ! ! No visitaba familia desde el 2008 y una de mis t í as fue la primera vez que regresa al pa í s en 40 a ñ os ! ! Wow Dios es bueno ! ! ! La pr ó xima le mando mi agenda para que tengamos la oportunidad de conocer a m á s de la di á spora ejemplar y triunfante : ) que El Se ñ or Jesus a quien sirvo continu é bendici é ndole en abundancia ! ! Un abrazo a su linda familia .",134,183,549
90,Astronaut Post,Teresa Escalante,15-04-2024,14:14:39,0,"Que honor tener a nuestros dos personajes, haciendo historia en resaltar a nuestro país, cómo lo son: nuestro Presidente Nayib Bukele y el señor Astronauta Frank Rubio, ellos son orgullo salvadoreño,  Dios los bendiga e ilumine sus  preciosas vidas, para que sigan aportando su sabiduría y su inteligencia al mundo entero. Bendiciones 
                                                     ",POS,POS,0.997566819,"What an honor to have our two characters, making history in highlighting our country, as they are: our President Nayib Bukele and Mr. Astronaut Frank Rubio, they are Salvadoran pride, God bless them and illuminate their precious lives, so that they continue contributing their wisdom and intelligence to the entire world. Blessings
                                                     ",que honor tener a nuestros dos personajes  haciendo historia en resaltar a nuestro pa s  c mo lo son  nuestro presidente nayib bukele y el se or astronauta frank rubio  ellos son orgullo salvadore o   dios los bendiga e ilumine sus  preciosas vidas  para que sigan aportando su sabidur a y su inteligencia al mundo entero  bendiciones                                                       ,0,"Que honor tener a nuestros dos personajes , haciendo historia en resaltar a nuestro pa í s , c ó mo lo son : nuestro Presidente Nayib Bukele y el se ñ or Astronauta Frank Rubio , ellos son orgullo salvadore ñ o , Dios los bendiga e ilumine sus preciosas vidas , para que sigan aportando su sabidur í a y su inteligencia al mundo entero . Bendiciones 
 
",69,102,389
91,Astronaut Post,Maribel Amaya Campos,17-04-2024,04:26:40,1,"Mi admiración respeto y cariño, para ambos, extraordinarios salvadoreños, orgullosa de mi querido Presidente Nayib Bukele y del astronauta Frank Rubio, saludos y bendiciones ❤️",POS,POS,0.957793772,"My admiration, respect and affection, for both of you, extraordinary Salvadorans, proud of my dear President Nayib Bukele and astronaut Frank Rubio, greetings and blessings ❤️",mi admiraci n respeto y cari o  para ambos  extraordinarios salvadore os  orgullosa de mi querido presidente nayib bukele y del astronauta frank rubio  saludos y bendiciones ,0,"Mi admiraci ó n respeto y cari ñ o , para ambos , extraordinarios salvadore ñ os , orgullosa de mi querido Presidente Nayib Bukele y del astronauta Frank Rubio , saludos y bendiciones ❤ ️",36,55,174
92,Astronaut Post,Gamaliel Vásquez,13-04-2024,03:22:25,2,El Salvador ,NEU,NEU,0.983617306,The Savior,el salvador ,1,El Salvador,2,2,12
93,Astronaut Post,Roxana Jacinto Escobar,13-04-2024,17:03:09,0,Por compartir los dos ser ejemplo para todos y jóvenes ❤️ bendiciones,POS,POS,0.996607184,"For sharing the two of you, being an example for everyone and young people ❤️ blessings",por compartir los dos ser ejemplo para todos y j venes  bendiciones,0,Por compartir los dos ser ejemplo para todos y j ó venes ❤ ️ bendiciones,15,23,67
94,Astronaut Post,Marleny Escobar,13-04-2024,10:43:21,2,Histórico momento.  Que orgullo Salvadoreño!!,POS,POS,0.998470128,Historic moment. What Salvadoran pride!!,hist rico momento   que orgullo salvadore o  ,0,Hist ó rico momento . Que orgullo Salvadore ñ o ! !,12,13,45
95,Astronaut Post,Digna Caballero,13-04-2024,14:13:45,0,Qué humildad la de el astronauta rubio que Dios lo bendiga siempre y a cada uno De todos aquellos que aman nuestro país y lucha por poner en alto cada día que Dios les dé la fuerza cada día la sabiduría para seguir adelante ￼,POS,NEU,0.700031996,What humility of the blonde astronaut. May God bless him always and each one. Of all those who love our country and fight to put it high every day. May God give them the strength every day and the wisdom to move forward. ￼,qu  humildad la de el astronauta rubio que dios lo bendiga siempre y a cada uno de todos aquellos que aman nuestro pa s y lucha por poner en alto cada d a que dios les d  la fuerza cada d a la sabidur a para seguir adelante ,0,Qu é humildad la de el astronauta rubio que Dios lo bendiga siempre y a cada uno De todos aquellos que aman nuestro pa í s y lucha por poner en alto cada d í a que Dios les d é la fuerza cada d í a la sabidur í a para seguir adelante ￼,55,73,224
96,Astronaut Post,Marleni Rodriguez,13-04-2024,14:49:08,0,"Puro orgullo salvadoreño, el Sr. Frank Rubio y nuestro presidente Nayib Bukele, así como ellos han sido un gran ejemplo y un gran orgullo para nuestro país, así podrían haber más jóvenes en nuestro país que nos llenen de más orgullo a los salvadoreños, bendiciones  para los dos ",POS,POS,0.998190343,"Pure Salvadoran pride, Mr. Frank Rubio and our president Nayib Bukele, just as they have been a great example and a great pride for our country, so there could be more young people in our country who fill us Salvadorans with more pride, blessings for both",puro orgullo salvadore o  el sr  frank rubio y nuestro presidente nayib bukele  as  como ellos han sido un gran ejemplo y un gran orgullo para nuestro pa s  as  podr an haber m s j venes en nuestro pa s que nos llenen de m s orgullo a los salvadore os  bendiciones  para los dos ,0,"Puro orgullo salvadore ñ o , el Sr . Frank Rubio y nuestro presidente Nayib Bukele , as í como ellos han sido un gran ejemplo y un gran orgullo para nuestro pa í s , as í podr í an haber m á s j ó venes en nuestro pa í s que nos llenen de m á s orgullo a los salvadore ñ os , bendiciones para los dos",71,91,279
97,Astronaut Post,Alioska Galban,14-04-2024,01:56:39,0,"Qué maravilla!!! Quién diría , una nación a la que por lo menos en Cuba se le conocía por ser la tierra de Álvaro Torres , todo un ícono de la música , querido por la mayoría de los nuestros y reconocida por sus altas incidencias de violencia , hoy es , pura*** Noticia Buena****no hay dudas que dónde acampa el Ángel del Señor solo hay logros y bendiciones , Adelante Salvador , Bendiciones para ustedes y que los logros solo aumenten , para que el mundo vea lo que HACE una Nación que vive con un corazón alineado a la Voluntad del Señor ❤️❤️❤️",POS,POS,0.998437345,"Wonderful!!! Who would say, a nation that at least in Cuba was known for being the land of Álvaro Torres, a true music icon, loved by the majority of our people and recognized for its high incidences of violence, today is, pure*** Good News****there is no doubt that where the Angel of the Lord camps there are only achievements and blessings, Go ahead Savior, Blessings for you and may the achievements only increase, so that the world can see what a Nation DOES that live with a heart aligned with the Will of the Lord ❤️❤️❤️",qu  maravilla    qui n dir a   una naci n a la que por lo menos en cuba se le conoc a por ser la tierra de  lvaro torres   todo un  cono de la m sica   querido por la mayor a de los nuestros y reconocida por sus altas incidencias de violencia   hoy es   pura    noticia buena    no hay dudas que d nde acampa el  ngel del se or solo hay logros y bendiciones   adelante salvador   bendiciones para ustedes y que los logros solo aumenten   para que el mundo vea lo que hace una naci n que vive con un coraz n alineado a la voluntad del se or ,0,"Qu é maravilla ! ! ! Qui é n dir í a , una naci ó n a la que por lo menos en Cuba se le conoc í a por ser la tierra de Á lvaro Torres , todo un í cono de la m ú sica , querido por la mayor í a de los nuestros y reconocida por sus altas incidencias de violencia , hoy es , pura * * * Noticia Buena * * * * no hay dudas que d ó nde acampa el Á ngel del Se ñ or solo hay logros y bendiciones , Adelante Salvador , Bendiciones para ustedes y que los logros solo aumenten , para que el mundo vea lo que HACE una Naci ó n que vive con un coraz ó n alineado a la Voluntad del Se ñ or ❤ ️ ❤ ️ ❤ ️",147,172,540
98,Astronaut Post,Elina Castro,16-04-2024,22:47:29,0,"Bonito ver a dos luchadores por poner su patria en alto y lo han logrado a base de sacrificios de amorpor su patrìa y de la mano de Dios q todo lo hace posible. Gracias a los dos a sus familias y q sigan recibiendo grandes bendiciones. Se les quiere, admira y respeta☮️♥️ El Salvador sigue para adelante, gracias a Dios.",POS,POS,0.998783529,"It's nice to see two fighters who have put their homeland on high and have achieved it through sacrifices of love for their homeland and the hand of God who makes everything possible. Thank you both to your families and may you continue to receive great blessings. They are loved, admired and respected☮️♥️ El Salvador continues to move forward, thank God.",bonito ver a dos luchadores por poner su patria en alto y lo han logrado a base de sacrificios de amorpor su patr a y de la mano de dios q todo lo hace posible  gracias a los dos a sus familias y q sigan recibiendo grandes bendiciones  se les quiere  admira y respeta el salvador sigue para adelante  gracias a dios ,0,"Bonito ver a dos luchadores por poner su patria en alto y lo han logrado a base de sacrificios de amorpor su patr ì a y de la mano de Dios q todo lo hace posible . Gracias a los dos a sus familias y q sigan recibiendo grandes bendiciones . Se les quiere , admira y respeta ☮ ️ ♥ ️ El Salvador sigue para adelante , gracias a Dios .",72,107,316
99,Astronaut Post,Wilber Franco,13-04-2024,02:56:18,5,Muy buen gesto de parte del presidente dar la viembenida a un héroe de raíces salvadoreña es un orgullo y como ser humano enseña una gran humildad,POS,POS,0.758548498,Very good gesture on the part of the president to welcome a hero with Salvadoran roots is a source of pride and as a human being it teaches great humility,muy buen gesto de parte del presidente dar la viembenida a un h roe de ra ces salvadore a es un orgullo y como ser humano ense a una gran humildad,0,Muy buen gesto de parte del presidente dar la viembenida a un h é roe de ra í ces salvadore ñ a es un orgullo y como ser humano ense ñ a una gran humildad,35,45,146
100,Astronaut Post,Elsy N. Jose,13-04-2024,11:32:49,0,"Que orgullo de seres humanos  e irradian  buena vibra  para los demás gentes de principios  humildad  y grandeza en sus corazones da gusto verlos , y lo mejor q son de mi país y valen oro por lo q son . Dios los bendiga ",POS,POS,0.998802185,"What pride as human beings and they radiate good vibes for other people with principles, humility and greatness in their hearts, it is a pleasure to see them, and the best thing is that they are from my country and are worth gold for what they are. God bless you",que orgullo de seres humanos  e irradian  buena vibra  para los dem s gentes de principios  humildad  y grandeza en sus corazones da gusto verlos   y lo mejor q son de mi pa s y valen oro por lo q son   dios los bendiga ,0,"Que orgullo de seres humanos e irradian buena vibra para los dem á s gentes de principios humildad y grandeza en sus corazones da gusto verlos , y lo mejor q son de mi pa í s y valen oro por lo q son . Dios los bendiga",48,71,220
101,Astronaut Post,Carmen Rivera,13-04-2024,12:59:41,0,Que gran bendición ver que estan juntos el astronauta salvadoreño y el presidente van aser cosas grandes por El Salvador bendiciones,POS,POS,0.997579396,"What a great blessing to see that the Salvadoran astronaut and the president are together, they are going to do great things for El Salvador. Blessings.",que gran bendici n ver que estan juntos el astronauta salvadore o y el presidente van aser cosas grandes por el salvador bendiciones,0,Que gran bendici ó n ver que estan juntos el astronauta salvadore ñ o y el presidente van aser cosas grandes por El Salvador bendiciones,25,34,132
102,Astronaut Post,Marc Moreno,13-04-2024,15:24:05,0,Que orgullo dos personajes muy importantes !!!,POS,POS,0.998536348,What pride for two very important characters!!!,que orgullo dos personajes muy importantes    ,0,Que orgullo dos personajes muy importantes ! ! !,9,15,46
103,Astronaut Post,Yanira Hellebuyck,14-04-2024,00:32:44,0,Que sencilles de muchacho y un gran Profesional de la Nassa que  aprendan la humildad todos los que miran de menos a las personas sencillas y humildes.felicitaciones,POS,NEU,0.525926232,"What a simple boy and a great Nassa Professional, let all those who look down on simple and humble people learn humility. Congratulations",que sencilles de muchacho y un gran profesional de la nassa que  aprendan la humildad todos los que miran de menos a las personas sencillas y humildes felicitaciones,0,Que sencilles de muchacho y un gran Profesional de la Nassa que aprendan la humildad todos los que miran de menos a las personas sencillas y humildes . felicitaciones,29,52,165
104,Astronaut Post,Lili Alvares,13-04-2024,06:36:43,2,Horgullosa de ser Salvadoreña con dos personajes como ellos que Dios les bendiga,POS,POS,0.99816221,"Proud to be Salvadoran with two characters like them, God bless them",horgullosa de ser salvadore a con dos personajes como ellos que dios les bendiga,0,Horgullosa de ser Salvadore ñ a con dos personajes como ellos que Dios les bendiga,15,22,80
105,Astronaut Post,Jose Guzman,13-04-2024,19:39:17,0,Un orgullo nuestro q viva El Salvador  antes nos tenían escondidos esos nefastos gobiernos anteriores les daba vergüenza presentarnos como país    ahora gracias a usted señor Presidente a cambiado todo  usted como el mejor Líder de nuestro País hoy nos céntimos horgullosos de ser Salvadoreños  de verda  muchas gracias por darnos el lugar q nos merecemos. Dios lo Bendiga Señor Presidente donde sea q usted esté,POS,POS,0.998038828,"We are proud that El Salvador lives before, those disastrous previous governments had hidden it from us, they were ashamed to present us as a country, now thanks to you, Mr. President, everything has changed, you as the best Leader of our Country, today we feel proud to be truly Salvadorans, thank you very much for give us the place we deserve. God Bless you Mr. President wherever you are",un orgullo nuestro q viva el salvador  antes nos ten an escondidos esos nefastos gobiernos anteriores les daba vergüenza presentarnos como pa s    ahora gracias a usted se or presidente a cambiado todo  usted como el mejor l der de nuestro pa s hoy nos c ntimos horgullosos de ser salvadore os  de verda  muchas gracias por darnos el lugar q nos merecemos  dios lo bendiga se or presidente donde sea q usted est ,0,Un orgullo nuestro q viva El Salvador antes nos ten í an escondidos esos nefastos gobiernos anteriores les daba vergüenza presentarnos como pa í s ahora gracias a usted se ñ or Presidente a cambiado todo usted como el mejor L í der de nuestro Pa í s hoy nos c é ntimos horgullosos de ser Salvadore ñ os de verda muchas gracias por darnos el lugar q nos merecemos . Dios lo Bendiga Se ñ or Presidente donde sea q usted est é,84,129,412
106,Astronaut Post,Hernan Galdamez Gutierrez,13-04-2024,13:01:27,0,Mencanta la educacion I su humildad de frank contodo loq a logrado lo felicito I saludos señor presidente gracias por todo lo bueno q esta asiendo en nuestro el salvador bendiciones,POS,POS,0.998898625,"I love the education and Frank's humility with everything he has achieved. I congratulate him. Greetings, Mr. President. Thank you for all the good things that are happening in our El Salvador. Blessings.",mencanta la educacion i su humildad de frank contodo loq a logrado lo felicito i saludos se or presidente gracias por todo lo bueno q esta asiendo en nuestro el salvador bendiciones,0,Mencanta la educacion I su humildad de frank contodo loq a logrado lo felicito I saludos se ñ or presidente gracias por todo lo bueno q esta asiendo en nuestro el salvador bendiciones,33,59,181
107,Astronaut Post,Vilma Lamorú,18-04-2024,16:10:21,1,"Felicidades y bendiciones a nuestros Paises de America.Es un orgullo tener dos grandes astronautas Latinos,Arnaldo Tamayo de Cuba, ,y Frank Rubio del Salvador,Bendiciones para todos,Mi Dios que todos los PAISES de America se unan para hacer de ella la Patria grande,y que reine la paz,armonia,y desarrollo todos somos hermanos.Viva la paz Mundial❤❤❤❤",POS,POS,0.997192323,"Congratulations and blessings to our American Countries. It is a pride to have two great Latin astronauts, Arnaldo Tamayo from Cuba, and Frank Rubio from Salvador, Blessings to all, My God, may all the COUNTRIES of America unite to make it the Homeland great, and may peace, harmony, and development reign, we are all brothers. Long live World Peace❤❤❤❤",felicidades y bendiciones a nuestros paises de america es un orgullo tener dos grandes astronautas latinos arnaldo tamayo de cuba   y frank rubio del salvador bendiciones para todos mi dios que todos los paises de america se unan para hacer de ella la patria grande y que reine la paz armonia y desarrollo todos somos hermanos viva la paz mundial,0,"Felicidades y bendiciones a nuestros Paises de America . Es un orgullo tener dos grandes astronautas Latinos , Arnaldo Tamayo de Cuba , , y Frank Rubio del Salvador , Bendiciones para todos , Mi Dios que todos los PAISES de America se unan para hacer de ella la Patria grande , y que reine la paz , armonia , y desarrollo todos somos hermanos . Viva la paz Mundial ❤ ❤ ❤ ❤",74,105,346
108,Astronaut Post,Ruvia Salgado,13-04-2024,04:32:05,1,Un horgullo hispano muchas bendiciones para el y su familia y  por reconocerlo presidente,POS,POS,0.669393718,"A proud Hispanic man, many blessings for him and his family and for recognizing him as president.",un horgullo hispano muchas bendiciones para el y su familia y  por reconocerlo presidente,0,Un horgullo hispano muchas bendiciones para el y su familia y por reconocerlo presidente,14,28,89
109,Astronaut Post,José Alfredo Lopez,13-04-2024,23:26:45,0,"Excelente entrevista de dos grandes, de nuestro precioso EL SALVADOR;
Nuestro presidente, Nayib Bukele y nuestro héroe, Frank Rubio; 
Qué; tanto como nuestro presidente, él uno como el otro; han puesto en alto nuestro país.
Bendiciones para ambos.",POS,POS,0.998699427,"Excellent interview of two greats, from our beautiful EL SALVADOR;
Our president, Nayib Bukele and our hero, Frank Rubio;
That; as much as our president, he one as the other; They have elevated our country.
Blessings to both of you.",excelente entrevista de dos grandes  de nuestro precioso el salvador  nuestro presidente  nayib bukele y nuestro h roe  frank rubio   qu   tanto como nuestro presidente   l uno como el otro  han puesto en alto nuestro pa s  bendiciones para ambos ,0,"Excelente entrevista de dos grandes , de nuestro precioso EL SALVADOR ; 
 
 Nuestro presidente , Nayib Bukele y nuestro h é roe , Frank Rubio ; 
 
 Qu é ; tanto como nuestro presidente , é l uno como el otro ; han puesto en alto nuestro pa í s . 
 
 Bendiciones para ambos .",54,80,247
110,Astronaut Post,Elmer Farela,13-04-2024,14:03:43,0,Que me alegra que Dos grandes personajes que hablan el español perfectamente Dios los bendiga,POS,POS,0.99868387,I'm glad that two great characters who speak Spanish perfectly. God bless them.,que me alegra que dos grandes personajes que hablan el espa ol perfectamente dios los bendiga,0,Que me alegra que Dos grandes personajes que hablan el espa ñ ol perfectamente Dios los bendiga,17,27,93
111,Astronaut Post,Jose Noel Portillo,13-04-2024,05:09:17,0,"Respondiendo la pregunta retorica de: ¿Qué estás pensando?

Pienso que ésta semana!, hay una visita importante en mi bello y lejano país: El Salvador; y dediqué unos minutos a escribir unas humildes y desabridas frases; al distinguido y valiente  Astronauta Teniente Coronel del Ejército de Estados Unidos con un largo historial de sevicio el cual incluye: Médico cirujano, Piloto de helicópteros; un verdadero científico y Astronauta estadounidense con  mayor tiempo  en la Estación Espacial Internacional: Teniente Coronel Frank Rubio: Francisco Carlos Rubio.

De padres  salvadoreños: haya nacido donde haya nacido; tendrá  formación academica estado unidense, cultura y costumbres ídem: pero su ADN,  sus raices son de El Salvador. Su desempeño y  logros, honran tanto a su pais de nacimiento; como a su pais por consanguinidad  ancestros y herencia; las cuales solo son cultivadas,  educadas; física culturalmente adaptadas a la causalidad de su nacimiento el cuál da lo mismo que haya sido donde ocurrió u otro lugar cualquiera.

¡Qué bueno, que ocurrió en un pais libre, democrático y en general con cultura progresista y oportunidades a quién tiene el talento para  desarrollarlo!

¡Es el Astronauta Frank Rubio: un digno ejemplo a seguir para la juventud salvadoreña y seguramente para la de Estados Unidos; comenzando con sus propios hijos!",POS,POS,0.997452915,"Answering the rhetorical question of: What are you thinking?

I think that this week!, there is an important visit in my beautiful and distant country: El Salvador; and I spent a few minutes writing some humble and dull sentences; to the distinguished and brave Astronaut Lieutenant Colonel of the United States Army with a long history of service which includes: Surgeon, Helicopter Pilot; a true scientist and American Astronaut with the longest time on the International Space Station: Lieutenant Colonel Frank Rubio: Francisco Carlos Rubio.

Of Salvadoran parents: wherever they were born; He will have American academic training, culture and customs the same: but his DNA, his roots are from El Salvador. His performance and achievements so honor his country of birth; as to his country by consanguinity, ancestors and inheritance; which are only cultivated, educated; culturally adapted to the causality of their birth which does not matter whether it was where it occurred or any other place.

How good it was that it happened in a free, democratic country, generally with a progressive culture and opportunities for those who have the talent to develop it!

He is Astronaut Frank Rubio: a worthy example to follow for the Salvadoran youth and surely for that of the United States; starting with your own children!",respondiendo la pregunta retorica de   qu  est s pensando   pienso que  sta semana   hay una visita importante en mi bello y lejano pa s  el salvador  y dediqu  unos minutos a escribir unas humildes y desabridas frases  al distinguido y valiente  astronauta teniente coronel del ej rcito de estados unidos con un largo historial de sevicio el cual incluye  m dico cirujano  piloto de helic pteros  un verdadero cient fico y astronauta estadounidense con  mayor tiempo  en la estaci n espacial internacional  teniente coronel frank rubio  francisco carlos rubio   de padres  salvadore os  haya nacido donde haya nacido  tendr   formaci n academica estado unidense  cultura y costumbres  dem  pero su adn   sus raices son de el salvador  su desempe o y  logros  honran tanto a su pais de nacimiento  como a su pais por consanguinidad  ancestros y herencia  las cuales solo son cultivadas   educadas  f sica culturalmente adaptadas a la causalidad de su nacimiento el cu l da lo mismo que haya sido donde ocurri  u otro lugar cualquiera    qu  bueno  que ocurri  en un pais libre  democr tico y en general con cultura progresista y oportunidades a qui n tiene el talento para  desarrollarlo    es el astronauta frank rubio  un digno ejemplo a seguir para la juventud salvadore a y seguramente para la de estados unidos  comenzando con sus propios hijos ,0,"Respondiendo la pregunta retorica de : ¿ Qu é est á s pensando ? 
 
 
 
 Pienso que é sta semana ! , hay una visita importante en mi bello y lejano pa í s : El Salvador ; y dediqu é unos minutos a escribir unas humildes y desabridas frases ; al distinguido y valiente Astronauta Teniente Coronel del Ej é rcito de Estados Unidos con un largo historial de sevicio el cual incluye : M é dico cirujano , Piloto de helic ó pteros ; un verdadero cient í fico y Astronauta estadounidense con mayor tiempo en la Estaci ó n Espacial Internacional : Teniente Coronel Frank Rubio : Francisco Carlos Rubio . 
 
 
 
 De padres salvadore ñ os : haya nacido donde haya nacido ; tendr á formaci ó n academica estado unidense , cultura y costumbres í dem : pero su ADN , sus raices son de El Salvador . Su desempe ñ o y logros , honran tanto a su pais de nacimiento ; como a su pais por consanguinidad ancestros y herencia ; las cuales solo son cultivadas , educadas ; f í sica culturalmente adaptadas a la causalidad de su nacimiento el cu á l da lo mismo que haya sido donde ocurri ó u otro lugar cualquiera . 
 
 
 
 ¡ Qu é bueno , que ocurri ó en un pais libre , democr á tico y en general con cultura progresista y oportunidades a qui é n tiene el talento para desarrollarlo ! 
 
 
 
 ¡ Es el Astronauta Frank Rubio : un digno ejemplo a seguir para la juventud salvadore ñ a y seguramente para la de Estados Unidos ; comenzando con sus propios hijos !",279,433,1350
112,Astronaut Post,Flor Argueta,17-04-2024,21:14:47,0,Un gran orgullo salvadoreño,POS,POS,0.997903824,A great Salvadoran pride,un gran orgullo salvadore o,0,Un gran orgullo salvadore ñ o,6,7,27
113,Astronaut Post,Nohemy,13-04-2024,02:55:30,5,Esooo… lo que estábamos esperando ,NEU,POS,0.997350454,That's it... what we were waiting for,esooo  lo que est bamos esperando ,1,Esooo … lo que est á bamos esperando,8,12,34
114,Astronaut Post,Merlys Perez,13-04-2024,23:55:58,0,Soy cubana y soy una fiel seguidora.del presidente BKELE.que dios me lo bendiga infinitamente.,POS,POS,0.997500479,I am Cuban and I am a faithful follower of President BKELE. May God bless me infinitely.,soy cubana y soy una fiel seguidora del presidente bkele que dios me lo bendiga infinitamente ,0,Soy cubana y soy una fiel seguidora . del presidente BKELE . que dios me lo bendiga infinitamente .,19,31,94
115,Astronaut Post,Segundo Aguilar Frias,13-04-2024,07:05:15,0,"Felicitaciones Franck Rubio, por tan grande azaña, que estás ejerciendo, Dios cuide de tí, para ejemplo de la sociedad.",POS,POS,0.998073459,"Congratulations Franck Rubio, for such a great achievement that you are carrying out, may God take care of you, as an example to society.",felicitaciones franck rubio  por tan grande aza a  que est s ejerciendo  dios cuide de t   para ejemplo de la sociedad ,0,"Felicitaciones Franck Rubio , por tan grande aza ñ a , que est á s ejerciendo , Dios cuide de t í , para ejemplo de la sociedad .",29,42,119
116,Astronaut Post,Justo Aquino Garcia,13-04-2024,03:22:38,3,Bendiciones para él presidente que se as dejado guiar por Dios trabajando para beneficios de su país pero tienen que tener cuenta ahí muchos utilizando su página para estafar en su nombre,POS,NEU,0.538280785,Blessings to the president who has allowed himself to be guided by God working for the benefits of his country but many have to take into account there using his page to scam in his name,bendiciones para  l presidente que se as dejado guiar por dios trabajando para beneficios de su pa s pero tienen que tener cuenta ah  muchos utilizando su p gina para estafar en su nombre,0,Bendiciones para é l presidente que se as dejado guiar por Dios trabajando para beneficios de su pa í s pero tienen que tener cuenta ah í muchos utilizando su p á gina para estafar en su nombre,38,59,187
117,Astronaut Post,JulioArgelia Peraza,13-04-2024,02:53:45,2,Dios lo bendiga grandemente querido presidente bukele...lo saludo desde Boston MASSACHUSETTS...jc,POS,POS,0.766258776,God bless you greatly dear President Bukele...I greet you from Boston MASSACHUSETTS...jc,dios lo bendiga grandemente querido presidente bukele   lo saludo desde boston massachusetts   jc,0,Dios lo bendiga grandemente querido presidente bukele . . . lo saludo desde Boston MASSACHUSETTS . . . jc,19,31,97
118,Astronaut Post,Lorena Segovia,13-04-2024,03:54:41,1,"Dos personas que son un gran orgullo para nuestro país, Dios los bendiga enormemente ❤️",POS,POS,0.998663187,"Two people who are a great pride for our country, God bless them greatly ❤️",dos personas que son un gran orgullo para nuestro pa s  dios los bendiga enormemente ,0,"Dos personas que son un gran orgullo para nuestro pa í s , Dios los bendiga enormemente ❤ ️",19,28,85
